Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
APC-Cdc20 mediated degradation of Nek2A,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
EGFR downregulation,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
p75NTR signals via NF-kB,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH1,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH2,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
NRIF signals cell death from the nucleus,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
p75NTR recruits signalling complexes,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
NF-kB is activated and signals survival,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
NOTCH1 Intracellular Domain Regulates Transcription,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Activated NOTCH1 Transmits Signal to the Nucleus,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Downregulation of SMAD2/3:SMAD4 transcriptional activity,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Oncogene Induced Senescence,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH1 PEST Domain Mutants in Cancer,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH1 in Cancer,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Constitutive Signaling by NOTCH1 PEST Domain Mutants,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH1 HD Domain Mutants in Cancer,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Constitutive Signaling by NOTCH1 HD Domain Mutants,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
NOTCH2 Activation and Transmission of Signal to the Nucleus,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of innate immune responses to cytosolic DNA,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of FZD by ubiquitination,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by Ligand-Responsive EGFR Variants in Cancer,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Translesion synthesis by POLK,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Translesion synthesis by POLI,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Termination of translesion DNA synthesis,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
MAP3K8 (TPL2)-dependent MAPK1/3 activation,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
HDR through Homologous Recombination (HRR),Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Metalloprotease DUBs,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Gap-filling DNA repair synthesis and ligation in GG-NER,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Dual Incision in GG-NER,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.686,0.755,5,-1.388956873,-1.662283588,-0.071601336,FALSE
Formation of TC-NER Pre-Incision Complex,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.803,0.848,7,-1.561814139,-1.752655795,-0.14514987,FALSE
Transcription-Coupled Nucleotide Excision Repair (TC-NER),Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.803,0.848,7,-1.561814139,-1.752655795,-0.14514987,FALSE
Dual incision in TC-NER,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.686,0.755,5,-1.388956873,-1.662283588,-0.071601336,FALSE
Gap-filling DNA repair synthesis and ligation in TC-NER,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.686,0.755,5,-1.388956873,-1.662283588,-0.071601336,FALSE
Fanconi Anemia Pathway,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of TP53 Activity through Phosphorylation,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of TP53 Activity through Methylation,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Negative regulation of MET activity,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Downregulation of ERBB2 signaling,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
InlB-mediated entry of Listeria monocytogenes into host cell,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of PTEN localization,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
ER Quality Control Compartment (ERQC),Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.652,0.734,5,-1.331225211,-1.594769344,-0.056410403,FALSE
Signaling by NOTCH3,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
NOTCH3 Activation and Transmission of Signal to the Nucleus,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
TICAM1-dependent activation of IRF3/IRF7,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
"TICAM1,TRAF6-dependent induction of TAK1 complex",Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of signaling by CBL,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Endosomal Sorting Complex Required For Transport (ESCRT),Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
IRAK2 mediated activation of TAK1 complex,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
TRAF6-mediated induction of TAK1 complex within TLR4 complex,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
FLT3 Signaling,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Prevention of phagosomal-lysosomal fusion,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.502,0.632,5,-1.030970939,-1.328193289,-0.339826668,FALSE
Modulation by Mtb of host immune system,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Alpha-protein kinase 1 signaling pathway,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
RAS processing,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.524,0.639,5,-1.022015878,-1.56617566,-0.346295569,FALSE
Pexophagy,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by CSF1 (M-CSF) in myeloid cells,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Maturation of protein E,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Maturation of protein E,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
RND3 GTPase cycle,Down,0.812567714,0.775731311,4,-1.206164736,-1.1378903,-0.020870197,FALSE,Up,0.492,0.414,2,-0.16976118,-0.083220566,0.305937721,FALSE
Negative regulation of FLT3,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
FLT3 signaling by CBL mutants,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Regulation of BACH1 activity,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,Up,0.593716143,0.775731311,4,-1.499562214,-1.743753229,0.111924868,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,Down,0.834236186,0.780065005,11,-1.365649239,-1.392203075,-0.019716272,FALSE,Down,0.822,0.815,16,-1.213930568,-1.164075823,-0.166886491,FALSE
Chaperonin-mediated protein folding,Down,0.851570964,0.780065005,13,-1.620068341,-1.651121574,-0.021881704,FALSE,Down,0.857,0.842,18,-1.342017767,-1.310581409,-0.181638303,FALSE
Protein folding,Down,0.851570964,0.780065005,13,-1.620068341,-1.651121574,-0.021881704,FALSE,Down,0.849,0.831,19,-1.325038658,-1.274779376,-0.194249559,FALSE
Nonhomologous End-Joining (NHEJ),Down,0.819068256,0.780065005,2,-1.234043216,-1.241763195,-0.062255598,FALSE,Down,0.479,0.373,2,-0.107452855,-0.022223171,-0.28735599,FALSE
FGFR2 alternative splicing,Down,0.860238353,0.782231853,3,-1.36034016,-1.304961471,-0.039445862,FALSE,,,,,,,,
Transcriptional Regulation by TP53,Up,0.736728061,0.7843987,25,-1.729363474,-1.773396983,0.050898592,FALSE,Down,0.769,0.831,19,-1.454793802,-1.576555282,-0.017933185,FALSE
Mitophagy,Up,0.735644637,0.785482124,6,-1.802088021,-1.977492205,0.100007126,FALSE,Down,0.789,0.828,7,-1.509825668,-1.708096685,-0.265306246,FALSE
PINK1-PRKN Mediated Mitophagy,Up,0.735644637,0.785482124,6,-1.802088021,-1.977492205,0.100007126,FALSE,Down,0.789,0.828,7,-1.509825668,-1.708096685,-0.265306246,FALSE
Beta-catenin phosphorylation cascade,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
Signaling by WNT in cancer,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
Signaling by CTNNB1 phospho-site mutants,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
Signaling by GSK3beta mutants,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
CTNNB1 S33 mutants aren't phosphorylated,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
CTNNB1 S37 mutants aren't phosphorylated,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
CTNNB1 S45 mutants aren't phosphorylated,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
CTNNB1 T41 mutants aren't phosphorylated,Up,0.799566631,0.786565547,3,-1.279918603,-1.406509064,0.062753002,FALSE,Up,0.739,0.706,2,-1.114651889,-1.166125539,0.05884027,FALSE
Peroxisomal protein import,Up,0.660888407,0.788732394,10,-1.20079401,-1.220703894,0.059697757,FALSE,Down,0.408,0.504,14,-0.408010753,-0.377803619,-0.245800267,FALSE
Programmed Cell Death,Up,0.696641387,0.789815818,28,-1.309015056,-1.695920921,0.07308095,FALSE,Up,0.222,0.394,34,-0.011191823,-1.245632484,0.045729025,FALSE
SLC-mediated transmembrane transport,Down,0.918743229,0.790899242,5,-0.978904156,-0.8712031,-0.138603067,FALSE,Down,0.261,0.175,5,0.699170646,0.590650193,-0.034481394,FALSE
Protein ubiquitination,Up,0.674972914,0.791982665,8,-1.584012319,-1.743637956,0.080438423,FALSE,Down,0.601,0.705,6,-1.202481329,-1.466750448,-0.169784387,FALSE
EPHA-mediated growth cone collapse,Up,0.863488624,0.794149512,5,-1.648449464,-1.581903594,0.064282795,FALSE,Down,0.075,0.044,2,1.94336525,1.984892828,-1.526611377,FALSE
Sema4D induced cell migration and growth-cone collapse,Up,0.863488624,0.794149512,5,-1.648449464,-1.581903594,0.064282795,FALSE,Down,0.075,0.044,2,1.94336525,1.984892828,-1.526611377,FALSE
Toll-like Receptor Cascades,Up,0.678223185,0.795232936,11,-1.330439712,-1.493238164,0.042310009,FALSE,Down,0.598,0.755,9,-1.073993108,-1.247752706,-0.037615604,FALSE
SARS-CoV Infections,Up,0.802816901,0.800650054,48,-1.69663971,-1.686307563,0.08547501,FALSE,Up,0.943,0.946,31,-1.862585482,-2.070369691,0.028433718,FALSE
SARS-CoV-2 Infection,Up,0.791982665,0.800650054,37,-1.839811133,-1.850167861,0.075135557,FALSE,Up,0.881,0.924,22,-1.825607989,-1.929775762,0.016373398,FALSE
mRNA Splicing - Major Pathway,Down,0.860238353,0.803900325,17,-2.12095391,-1.940585126,-0.015139261,FALSE,Up,0.116,0.067,4,1.441190358,1.553873773,0.273646153,FALSE
mRNA Splicing,Down,0.860238353,0.803900325,17,-2.12095391,-1.940585126,-0.015139261,FALSE,Up,0.116,0.067,4,1.441190358,1.553873773,0.273646153,FALSE
Processing of Capped Intron-Containing Pre-mRNA,Down,0.860238353,0.803900325,17,-2.12095391,-1.940585126,-0.015139261,FALSE,Up,0.116,0.067,4,1.441190358,1.553873773,0.273646153,FALSE
Pyruvate metabolism,Up,0.887323944,0.807150596,10,-1.177791513,-1.004856121,0.129451307,FALSE,Down,0.888,0.846,11,-1.46634372,-1.255394594,-0.021729127,FALSE
Signaling by CSF3 (G-CSF),Up,0.630552546,0.80823402,5,-1.733120614,-1.94326714,0.087218853,FALSE,Down,0.718,0.779,5,-1.519747501,-1.814608428,-0.099101062,FALSE
Inactivation of CSF3 (G-CSF) signaling,Up,0.630552546,0.80823402,5,-1.733120614,-1.94326714,0.087218853,FALSE,Down,0.718,0.779,5,-1.519747501,-1.814608428,-0.099101062,FALSE
Clathrin-mediated endocytosis,Up,0.770314193,0.81148429,12,-1.718186479,-1.828596989,0.083471182,FALSE,Down,0.779,0.837,14,-1.385789987,-1.489028824,-0.11850897,FALSE
Signaling by PTK6,Up,0.641386782,0.814734561,5,-1.431803899,-1.622634584,0.068806809,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Signaling by Non-Receptor Tyrosine Kinases,Up,0.641386782,0.814734561,5,-1.431803899,-1.622634584,0.068806809,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Diseases of programmed cell death,Up,0.889490791,0.815817985,8,-1.229533011,-1.189232,0.096357347,FALSE,Up,0.251,0.175,5,0.558612148,0.575795513,0.170899705,FALSE
Downregulation of TGF-beta receptor signaling,Up,0.622968581,0.817984832,5,-1.516100852,-1.723935069,0.100891863,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Circadian Clock,Up,0.622968581,0.817984832,5,-1.516100852,-1.723935069,0.100891863,FALSE,Down,0.394,0.564,5,-0.742162509,-0.998026761,-0.402124276,FALSE
SARS-CoV-1 Infection,Up,0.817984832,0.817984832,34,-1.878759497,-1.903606649,0.091857835,FALSE,Up,0.907,0.922,21,-1.715927568,-2.057793565,0.015687596,FALSE
Recycling pathway of L1,Up,0.851570964,0.821235103,11,-1.675980847,-1.737063011,0.032607216,FALSE,Down,0.903,0.905,12,-1.67412985,-1.727916073,-0.186962975,FALSE
RIPK1-mediated regulated necrosis,Up,0.699891658,0.821235103,5,-1.528931533,-1.725833479,0.051108666,FALSE,Down,0.412,0.558,5,-0.87761923,-1.136586895,-0.249526207,FALSE
Regulation of necroptotic cell death,Up,0.699891658,0.821235103,5,-1.528931533,-1.725833479,0.051108666,FALSE,Down,0.412,0.558,5,-0.87761923,-1.136586895,-0.249526207,FALSE
Disease,Up,0.850487541,0.822318527,144,-1.904184642,-1.860117382,0.053448184,FALSE,Down,0.765,0.833,120,-1.021199086,-1.470082452,-0.042881929,FALSE
TAK1-dependent IKK and NF-kappa-B activation  ,Up,0.743228602,0.82340195,7,-1.790706908,-1.951397198,0.019852059,FALSE,Down,0.656,0.739,4,-1.506127187,-1.842703315,-0.222194749,FALSE
Diseases of signal transduction by growth factor receptors and second messengers,Up,0.776814735,0.824485374,38,-1.844153814,-2.212197051,0.064576685,FALSE,Down,0.41,0.565,45,-0.404110026,-1.523684503,-0.011437582,FALSE
TCF dependent signaling in response to WNT,Up,0.778981582,0.830985915,15,-1.821143328,-2.539088629,0.121242466,FALSE,Up,0.67,0.833,22,-1.061967691,-2.643656897,0.008083475,FALSE
E3 ubiquitin ligases ubiquitinate target proteins,Up,0.739978332,0.833152763,7,-1.702876873,-1.901564868,0.060021501,FALSE,Down,0.544,0.664,5,-1.156626059,-1.476397369,-0.134897592,FALSE
Regulated Necrosis,Up,0.61971831,0.834236186,6,-1.359203284,-1.527912229,0.074006497,FALSE,Down,0.43,0.578,6,-0.789076187,-1.014132627,-0.314103555,FALSE
MyD88-independent TLR4 cascade ,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
Toll Like Receptor 9 (TLR9) Cascade,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Up,0.431,0.612,7,-0.769445605,-0.989330935,0.00122218,FALSE
Toll Like Receptor 10 (TLR10) Cascade,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
Toll Like Receptor 3 (TLR3) Cascade,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
Toll Like Receptor 5 (TLR5) Cascade,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
Toll Like Receptor 7/8 (TLR7/8) Cascade,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
TRIF(TICAM1)-mediated TLR4 signaling ,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
MyD88 dependent cascade initiated on endosome,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
MyD88 cascade initiated on plasma membrane,Up,0.769230769,0.836403034,9,-1.982555289,-2.203788806,0.035736789,FALSE,Down,0.758,0.837,6,-1.519878841,-1.818292898,-0.195386355,FALSE
Spry regulation of FGF signaling,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Regulation of TP53 Activity,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Negative regulation of FGFR1 signaling,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Negative regulation of FGFR2 signaling,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Negative regulation of FGFR3 signaling,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Negative regulation of FGFR4 signaling,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Signaling by FGFR1,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Signaling by FGFR3,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Signaling by FGFR4,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Regulation of TP53 Degradation,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Regulation of TP53 Expression and Degradation,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.789,0.849,5,-1.692968937,-2.033189559,-0.162855507,FALSE
Cyclin D associated events in G1,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.94,0.956,6,-2.023596828,-2.316602438,-0.138103855,FALSE
G1 Phase,Up,0.751895991,0.838569881,6,-1.71832732,-2.015097714,0.105061027,FALSE,Down,0.94,0.956,6,-2.023596828,-2.316602438,-0.138103855,FALSE
Budding and maturation of HIV virion,Up,0.738894908,0.840736728,6,-1.610074064,-1.782930461,0.073911599,FALSE,Down,0.472,0.608,6,-0.905057452,-1.133915844,-0.257319709,FALSE
